NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_UP	GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_UP	Details ...	78	0.6684692	2.021465	0.0	0.005951207	0.006	843	tags=77%, list=27%, signal=102%	
GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_UP	GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_UP	Details ...	70	0.6517904	1.9701394	0.0	0.0054549114	0.011	529	tags=57%, list=17%, signal=67%	
GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_UP	GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_UP	Details ...	88	0.63821495	1.9267131	0.0	0.011566513	0.035	727	tags=65%, list=23%, signal=82%	
GSE11057_NAIVE_VS_CENT_MEMORY_CD4_TCELL_UP	GSE11057_NAIVE_VS_CENT_MEMORY_CD4_TCELL_UP	Details ...	69	0.63287616	1.9041154	0.0	0.013384068	0.053	529	tags=52%, list=17%, signal=61%	
GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_UP	GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_UP	Details ...	70	0.6168495	1.8499798	0.0	0.03311334	0.15	706	tags=60%, list=22%, signal=76%	
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_UP	GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_UP	Details ...	116	0.57870996	1.7912526	0.0	0.09681796	0.456	721	tags=55%, list=23%, signal=69%	
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_24H_ACT_CD4_TCELL_UP	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_24H_ACT_CD4_TCELL_UP	Details ...	23	0.6506463	1.7488091	0.0020222447	0.18919109	0.725	756	tags=61%, list=24%, signal=79%	
GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_DN	GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_DN	Details ...	70	0.5755382	1.7204896	0.0	0.2727256	0.887	717	tags=50%, list=23%, signal=63%	
GSE22045_TREG_VS_TCONV_DN	GSE22045_TREG_VS_TCONV_DN	Details ...	62	0.57416403	1.7120619	0.0	0.27953726	0.91	409	tags=35%, list=13%, signal=40%	
GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_DN	GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_DN	Details ...	18	0.65596503	1.7028646	0.0010245901	0.29421005	0.944	367	tags=44%, list=12%, signal=50%	
GSE23321_EFFECTOR_MEMORY_VS_NAIVE_CD8_TCELL_UP	GSE23321_EFFECTOR_MEMORY_VS_NAIVE_CD8_TCELL_UP	Details ...	16	0.6705873	1.6981839	0.0010309279	0.2874681	0.953	592	tags=63%, list=19%, signal=77%	
GSE46606_DAY1_VS_DAY3_CD40L_IL2_IL5_STIMULATED_IRF4MID_BCELL_UP	GSE46606_DAY1_VS_DAY3_CD40L_IL2_IL5_STIMULATED_IRF4MID_BCELL_UP	Details ...	20	0.6463376	1.6930476	0.0	0.284824	0.959	789	tags=65%, list=25%, signal=86%	
GSE23502_BM_VS_COLON_TUMOR_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_UP	GSE23502_BM_VS_COLON_TUMOR_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_UP	Details ...	17	0.65381795	1.68568	0.002051282	0.2974539	0.977	373	tags=41%, list=12%, signal=46%	
GSE360_DC_VS_MAC_T_GONDII_UP	GSE360_DC_VS_MAC_T_GONDII_UP	Details ...	20	0.6396702	1.6803256	0.0010090817	0.29900497	0.982	673	tags=50%, list=21%, signal=63%	
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_DN	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_DN	Details ...	28	0.59711325	1.6674459	0.001002004	0.34244594	0.991	619	tags=54%, list=20%, signal=66%	
GSE22886_NAIVE_CD4_TCELL_VS_NKCELL_UP	GSE22886_NAIVE_CD4_TCELL_VS_NKCELL_UP	Details ...	88	0.5455126	1.6654536	0.0	0.33176237	0.992	749	tags=50%, list=24%, signal=64%	
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_3H_UP	GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_3H_UP	Details ...	59	0.5632484	1.6593049	0.0	0.34279895	0.994	664	tags=49%, list=21%, signal=61%	
GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_WT_CD4_TCELL_UP	GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_WT_CD4_TCELL_UP	Details ...	69	0.5589507	1.6532285	0.0	0.35437346	0.998	419	tags=41%, list=13%, signal=46%	
GSE36078_WT_VS_IL1R_KO_LUNG_DC_AFTER_AD5_INF_DN	GSE36078_WT_VS_IL1R_KO_LUNG_DC_AFTER_AD5_INF_DN	Details ...	42	0.5690961	1.6475158	0.0	0.3674401	0.998	390	tags=38%, list=12%, signal=43%	
GSE5542_UNTREATED_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_6H_UP	GSE5542_UNTREATED_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_6H_UP	Details ...	82	0.5442454	1.6384419	0.0	0.40140748	0.999	821	tags=51%, list=26%, signal=67%	
GSE22886_CD4_TCELL_VS_BCELL_NAIVE_UP	GSE22886_CD4_TCELL_VS_BCELL_NAIVE_UP		86	0.5395083	1.6380353	0.0	0.38484198	1.0	721	tags=49%, list=23%, signal=62%	
GSE25087_TREG_VS_TCONV_ADULT_DN	GSE25087_TREG_VS_TCONV_ADULT_DN		61	0.5508409	1.6353128	0.0	0.38325465	1.0	502	tags=36%, list=16%, signal=42%	
GSE5455_HEALTHY_VS_TUMOR_BEARING_MOUSE_SPLEEN_MONOCYTE_UP	GSE5455_HEALTHY_VS_TUMOR_BEARING_MOUSE_SPLEEN_MONOCYTE_UP		26	0.5983044	1.634696	0.0030150753	0.37012488	1.0	594	tags=50%, list=19%, signal=61%	
GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_UP	GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_UP		16	0.6410846	1.6343948	0.00513347	0.35602468	1.0	819	tags=69%, list=26%, signal=92%	
GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_6H_UP	GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_6H_UP		81	0.5373259	1.6296868	0.0	0.36596853	1.0	332	tags=28%, list=11%, signal=31%	
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_1H_ACT_CD4_TCELL_UP	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_1H_ACT_CD4_TCELL_UP		26	0.58774644	1.6239173	0.002008032	0.38170663	1.0	896	tags=58%, list=28%, signal=80%	
GSE10325_CD4_TCELL_VS_MYELOID_UP	GSE10325_CD4_TCELL_VS_MYELOID_UP		135	0.5268641	1.6219901	0.0	0.37729877	1.0	840	tags=54%, list=27%, signal=71%	
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN	GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN		45	0.5637864	1.6167028	0.001001001	0.393492	1.0	683	tags=44%, list=22%, signal=56%	
GSE29949_MICROGLIA_BRAIN_VS_MONOCYTE_BONE_MARROW_UP	GSE29949_MICROGLIA_BRAIN_VS_MONOCYTE_BONE_MARROW_UP		21	0.60089153	1.612657	0.0071138213	0.4030633	1.0	280	tags=33%, list=9%, signal=36%	
GSE16385_ROSIGLITAZONE_IL4_VS_IFNG_TNF_STIM_MACROPHAGE_DN	GSE16385_ROSIGLITAZONE_IL4_VS_IFNG_TNF_STIM_MACROPHAGE_DN		16	0.6306737	1.6122417	0.0092783505	0.39170986	1.0	202	tags=38%, list=6%, signal=40%	
GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN	GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN		97	0.52884054	1.6111932	0.0	0.38543683	1.0	976	tags=59%, list=31%, signal=82%	
GSE3982_EFF_MEMORY_VS_CENT_MEMORY_CD4_TCELL_DN	GSE3982_EFF_MEMORY_VS_CENT_MEMORY_CD4_TCELL_DN		49	0.5565199	1.60963	0.001	0.38194093	1.0	817	tags=49%, list=26%, signal=65%	
GSE33374_CD8_ALPHAALPHA_VS_ALPHABETA_CD161_HIGH_TCELL_UP	GSE33374_CD8_ALPHAALPHA_VS_ALPHABETA_CD161_HIGH_TCELL_UP		36	0.5649247	1.6081216	0.002002002	0.3781173	1.0	220	tags=25%, list=7%, signal=27%	
GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_UP	GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_UP		124	0.5213257	1.6052105	0.0	0.3833519	1.0	944	tags=57%, list=30%, signal=78%	
GSE21927_HEALTHY_VS_TUMOROUS_BALBC_MOUSE_MONOCYTE_DN	GSE21927_HEALTHY_VS_TUMOROUS_BALBC_MOUSE_MONOCYTE_DN		21	0.6006127	1.6051974	0.00811359	0.37242734	1.0	836	tags=52%, list=26%, signal=71%	
GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_UP	GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_UP		30	0.5771004	1.6048057	0.003003003	0.3638448	1.0	269	tags=27%, list=9%, signal=29%	
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_2H_DN	GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_2H_DN		36	0.56553054	1.604354	0.001001001	0.35594016	1.0	594	tags=50%, list=19%, signal=61%	
GSE26928_NAIVE_VS_CXCR5_POS_CD4_TCELL_UP	GSE26928_NAIVE_VS_CXCR5_POS_CD4_TCELL_UP		47	0.55479765	1.6026002	0.0	0.3560689	1.0	497	tags=36%, list=16%, signal=42%	
GSE28783_ANTI_MIR33_VS_CTRL_ATHEROSCLEROSIS_MACROPHAGE_UP	GSE28783_ANTI_MIR33_VS_CTRL_ATHEROSCLEROSIS_MACROPHAGE_UP		21	0.60609496	1.6019846	0.010141988	0.35014123	1.0	456	tags=38%, list=14%, signal=44%	
GSE10325_CD4_TCELL_VS_BCELL_UP	GSE10325_CD4_TCELL_VS_BCELL_UP		99	0.52341694	1.6004785	0.0	0.34872323	1.0	955	tags=60%, list=30%, signal=83%	
GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_DN	GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_DN		15	0.6300046	1.5993478	0.013319672	0.34589937	1.0	561	tags=47%, list=18%, signal=56%	
GSE20366_TREG_VS_NAIVE_CD4_TCELL_DN	GSE20366_TREG_VS_NAIVE_CD4_TCELL_DN		25	0.58715445	1.5942814	0.009063444	0.36263356	1.0	709	tags=56%, list=22%, signal=72%	
GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_UP	GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_UP		111	0.51553243	1.586303	0.0	0.3951412	1.0	1030	tags=59%, list=33%, signal=85%	
GSE21670_IL6_VS_TGFB_AND_IL6_TREATED_CD4_TCELL_UP	GSE21670_IL6_VS_TGFB_AND_IL6_TREATED_CD4_TCELL_UP		66	0.5346642	1.5816691	0.0	0.4119115	1.0	555	tags=35%, list=18%, signal=41%	
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_DN	GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_DN		41	0.54385114	1.5752662	0.004004004	0.4402706	1.0	905	tags=54%, list=29%, signal=74%	
GSE22103_UNSTIM_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_DN	GSE22103_UNSTIM_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_DN		25	0.576282	1.5748394	0.011033099	0.4335007	1.0	404	tags=28%, list=13%, signal=32%	
GSE19401_RETINOIC_ACID_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_UP	GSE19401_RETINOIC_ACID_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_UP		21	0.58665377	1.5737123	0.011156186	0.43022534	1.0	921	tags=62%, list=29%, signal=87%	
GSE17974_0H_VS_24H_IN_VITRO_ACT_CD4_TCELL_UP	GSE17974_0H_VS_24H_IN_VITRO_ACT_CD4_TCELL_UP		55	0.534147	1.5693492	0.001	0.4472623	1.0	650	tags=40%, list=21%, signal=49%	
GSE3982_DC_VS_TH1_UP	GSE3982_DC_VS_TH1_UP		16	0.6156999	1.5672556	0.017507724	0.45000833	1.0	288	tags=38%, list=9%, signal=41%	
GSE32986_UNSTIM_VS_GMCSF_STIM_DC_UP	GSE32986_UNSTIM_VS_GMCSF_STIM_DC_UP		95	0.51120406	1.5638756	0.0	0.46025908	1.0	512	tags=36%, list=16%, signal=41%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP		18	0.5987014	1.5606177	0.017293997	0.46962115	1.0	603	tags=56%, list=19%, signal=68%	
GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_HET_MACROPHAGE_DN	GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_HET_MACROPHAGE_DN		56	0.52787286	1.5588638	0.001	0.47128445	1.0	650	tags=39%, list=21%, signal=49%	
GSE13522_CTRL_VS_T_CRUZI_BRAZIL_STRAIN_INF_SKIN_DN	GSE13522_CTRL_VS_T_CRUZI_BRAZIL_STRAIN_INF_SKIN_DN		16	0.6076117	1.5585724	0.014583333	0.46445006	1.0	851	tags=69%, list=27%, signal=94%	
GSE2935_UV_INACTIVATED_VS_LIVE_SENDAI_VIRUS_INF_MACROPHAGE_UP	GSE2935_UV_INACTIVATED_VS_LIVE_SENDAI_VIRUS_INF_MACROPHAGE_UP		43	0.54316276	1.5575093	0.0	0.46273255	1.0	703	tags=49%, list=22%, signal=62%	
GSE9960_GRAM_NEG_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP	GSE9960_GRAM_NEG_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP		23	0.57804096	1.5566721	0.013144591	0.45996025	1.0	703	tags=43%, list=22%, signal=56%	
GSE21546_UNSTIM_VS_ANTI_CD3_STIM_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_DN	GSE21546_UNSTIM_VS_ANTI_CD3_STIM_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_DN		18	0.6005651	1.55183	0.018292682	0.48144996	1.0	534	tags=39%, list=17%, signal=47%	
GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_NRAS_KO_CD4_TCELL_UP	GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_NRAS_KO_CD4_TCELL_UP		104	0.50019604	1.547655	0.0	0.49994048	1.0	635	tags=41%, list=20%, signal=50%	
GSE21774_CD56_BRIGHT_VS_DIM_CD62L_POSITIVE_NK_CELL_UP	GSE21774_CD56_BRIGHT_VS_DIM_CD62L_POSITIVE_NK_CELL_UP		45	0.53471845	1.5459079	0.0	0.5019512	1.0	485	tags=38%, list=15%, signal=44%	
GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_UP	GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_UP		115	0.49783114	1.5454386	0.0	0.49633354	1.0	944	tags=54%, list=30%, signal=74%	
GSE23568_CTRL_TRANSDUCED_VS_WT_CD8_TCELL_DN	GSE23568_CTRL_TRANSDUCED_VS_WT_CD8_TCELL_DN		48	0.5283186	1.5437908	0.0	0.49846917	1.0	757	tags=50%, list=24%, signal=65%	
GSE37301_PRO_BCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	GSE37301_PRO_BCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP		24	0.56402636	1.5415694	0.011111111	0.50428915	1.0	657	tags=46%, list=21%, signal=57%	
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MDC_UP	GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MDC_UP		29	0.5514899	1.5411878	0.011033099	0.49858567	1.0	476	tags=41%, list=15%, signal=48%	
GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_UP	GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_UP		19	0.5887476	1.5394481	0.019328587	0.5015601	1.0	691	tags=47%, list=22%, signal=60%	
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_72H_TSST_ACT_DN	GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_72H_TSST_ACT_DN		49	0.526842	1.5386435	0.003	0.49898937	1.0	477	tags=33%, list=15%, signal=38%	
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_4H_ACT_CD4_TCELL_DN	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_4H_ACT_CD4_TCELL_DN		15	0.60701215	1.5357946	0.030303031	0.50903255	1.0	657	tags=53%, list=21%, signal=67%	
GSE16697_CD4_TCELL_VS_TFH_CD4_TCELL_DN	GSE16697_CD4_TCELL_VS_TFH_CD4_TCELL_DN		40	0.5359867	1.532807	0.003	0.52084553	1.0	836	tags=50%, list=26%, signal=67%	
GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_DN	GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_DN		36	0.53370976	1.5303394	0.008008008	0.52922785	1.0	953	tags=58%, list=30%, signal=83%	
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_UP	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_UP		35	0.5403923	1.5301579	0.007035176	0.5226988	1.0	776	tags=49%, list=25%, signal=64%	
GSE21774_CD56_BRIGHT_VS_DIM_CD62L_POSITIVE_NK_CELL_DN	GSE21774_CD56_BRIGHT_VS_DIM_CD62L_POSITIVE_NK_CELL_DN		34	0.5396924	1.5299155	0.006012024	0.51686156	1.0	677	tags=47%, list=21%, signal=59%	
GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_UP	GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_UP		49	0.5228187	1.5296619	0.003	0.51117706	1.0	516	tags=37%, list=16%, signal=43%	
GSE3920_IFNA_VS_IFNG_TREATED_FIBROBLAST_DN	GSE3920_IFNA_VS_IFNG_TREATED_FIBROBLAST_DN		41	0.5343271	1.5249532	0.002	0.53434426	1.0	657	tags=46%, list=21%, signal=58%	
GSE2405_0H_VS_3H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	GSE2405_0H_VS_3H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP		17	0.59474826	1.523823	0.015400411	0.53432983	1.0	438	tags=41%, list=14%, signal=48%	
GSE28737_WT_VS_BCL6_HET_MARGINAL_ZONE_BCELL_UP	GSE28737_WT_VS_BCL6_HET_MARGINAL_ZONE_BCELL_UP		36	0.5299277	1.5234597	0.004004004	0.5294545	1.0	556	tags=39%, list=18%, signal=47%	
GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN	GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN		29	0.55524963	1.5159309	0.008016032	0.5727731	1.0	635	tags=41%, list=20%, signal=51%	
GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_DN	GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_DN		30	0.5441242	1.515776	0.014098691	0.56629926	1.0	108	tags=20%, list=3%, signal=21%	
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_DN	GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_DN		49	0.5213	1.5153149	0.003	0.56208277	1.0	705	tags=47%, list=22%, signal=59%	
GSE32986_GMCSF_AND_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN	GSE32986_GMCSF_AND_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN		22	0.5568593	1.5108451	0.010152284	0.5865546	1.0	438	tags=36%, list=14%, signal=42%	
GSE16450_CTRL_VS_IFNA_12H_STIM_MATURE_NEURON_CELL_LINE_UP	GSE16450_CTRL_VS_IFNA_12H_STIM_MATURE_NEURON_CELL_LINE_UP		23	0.56232864	1.5103499	0.012084592	0.5826692	1.0	371	tags=35%, list=12%, signal=39%	
GSE22025_TGFB1_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP	GSE22025_TGFB1_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP		28	0.54824215	1.5074854	0.015090543	0.59664875	1.0	712	tags=50%, list=23%, signal=64%	
GSE22589_HEALTHY_VS_SIV_INFECTED_DC_DN	GSE22589_HEALTHY_VS_SIV_INFECTED_DC_DN		20	0.567075	1.5059154	0.02431611	0.6004663	1.0	703	tags=45%, list=22%, signal=58%	
GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_RAG2_KO_NK_CELL_DN	GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_RAG2_KO_NK_CELL_DN		45	0.5202797	1.5051287	0.007	0.59898937	1.0	602	tags=33%, list=19%, signal=41%	
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_DN	GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_DN		46	0.5180706	1.5050379	0.008	0.5924824	1.0	408	tags=37%, list=13%, signal=42%	
GSE19888_ADENOSINE_A3R_INH_VS_ACT_IN_MAST_CELL_DN	GSE19888_ADENOSINE_A3R_INH_VS_ACT_IN_MAST_CELL_DN		18	0.5839356	1.4964323	0.0254842	0.64891356	1.0	613	tags=44%, list=19%, signal=55%	
GSE17721_CTRL_VS_POLYIC_1H_BMDC_UP	GSE17721_CTRL_VS_POLYIC_1H_BMDC_UP		28	0.5429822	1.4963094	0.02112676	0.6420498	1.0	712	tags=39%, list=23%, signal=50%	
GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_DN	GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_DN		38	0.5232556	1.4962353	0.008008008	0.63507926	1.0	914	tags=53%, list=29%, signal=73%	
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_DN	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_DN		25	0.5529341	1.4955425	0.018126888	0.6327548	1.0	660	tags=52%, list=21%, signal=65%	
GSE14415_ACT_TCONV_VS_ACT_NATURAL_TREG_UP	GSE14415_ACT_TCONV_VS_ACT_NATURAL_TREG_UP		40	0.520204	1.4949709	0.013013013	0.62991387	1.0	461	tags=38%, list=15%, signal=43%	
GSE2706_UNSTIM_VS_8H_R848_DC_UP	GSE2706_UNSTIM_VS_8H_R848_DC_UP		34	0.533087	1.4947511	0.008016032	0.6242989	1.0	479	tags=35%, list=15%, signal=41%	
GSE17974_0H_VS_12H_IN_VITRO_ACT_CD4_TCELL_UP	GSE17974_0H_VS_12H_IN_VITRO_ACT_CD4_TCELL_UP		57	0.50641483	1.4947335	0.006	0.61745125	1.0	858	tags=49%, list=27%, signal=66%	
GSE43863_DAY6_EFF_VS_DAY150_MEM_TFH_CD4_TCELL_DN	GSE43863_DAY6_EFF_VS_DAY150_MEM_TFH_CD4_TCELL_DN		21	0.5619105	1.493818	0.033502538	0.6171331	1.0	660	tags=48%, list=21%, signal=60%	
GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_UP	GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_UP		27	0.53925055	1.4929532	0.013157895	0.6167674	1.0	552	tags=30%, list=17%, signal=36%	
GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_24H_DN	GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_24H_DN		69	0.49990156	1.4913733	0.002	0.6213008	1.0	461	tags=32%, list=15%, signal=37%	
GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_MEMORY_BCELL_DAY40_DN	GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_MEMORY_BCELL_DAY40_DN		19	0.564139	1.4913404	0.026557712	0.6149398	1.0	900	tags=58%, list=28%, signal=80%	
GSE21670_TGFB_VS_IL6_TREATED_CD4_TCELL_UP	GSE21670_TGFB_VS_IL6_TREATED_CD4_TCELL_UP		16	0.5859505	1.4894205	0.02688728	0.62215924	1.0	466	tags=38%, list=15%, signal=44%	
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_4H_CD4_TCELL_UP	GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_4H_CD4_TCELL_UP		53	0.50417036	1.4885688	0.005	0.62167287	1.0	745	tags=42%, list=24%, signal=53%	
GSE3982_EOSINOPHIL_VS_BCELL_UP	GSE3982_EOSINOPHIL_VS_BCELL_UP		20	0.5572148	1.4882919	0.022426097	0.6172724	1.0	243	tags=30%, list=8%, signal=32%	
GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_STIM_DN	GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_STIM_DN		19	0.5696918	1.4882692	0.025536261	0.61107224	1.0	981	tags=63%, list=31%, signal=91%	
GSE25123_CTRL_VS_IL4_STIM_PPARG_KO_MACROPHAGE_UP	GSE25123_CTRL_VS_IL4_STIM_PPARG_KO_MACROPHAGE_UP		29	0.54495794	1.4880699	0.01711984	0.6061921	1.0	347	tags=31%, list=11%, signal=35%	
GSE40068_CXCR5POS_BCL6POS_TFH_VS_CXCR5NEG_BCL6NEG_CD4_TCELL_DN	GSE40068_CXCR5POS_BCL6POS_TFH_VS_CXCR5NEG_BCL6NEG_CD4_TCELL_DN		47	0.51289946	1.4878525	0.006006006	0.6017105	1.0	670	tags=45%, list=21%, signal=56%	
GSE2585_AIRE_KO_VS_WT_CD80_HIGH_MTEC_DN	GSE2585_AIRE_KO_VS_WT_CD80_HIGH_MTEC_DN		31	0.53605765	1.4878354	0.009018037	0.5958024	1.0	777	tags=55%, list=25%, signal=72%	
GSE24634_NAIVE_CD4_TCELL_VS_DAY10_IL4_CONV_TREG_UP	GSE24634_NAIVE_CD4_TCELL_VS_DAY10_IL4_CONV_TREG_UP		59	0.50013596	1.4858377	0.002	0.6037908	1.0	362	tags=29%, list=11%, signal=32%	
GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP		34	0.52622074	1.4853042	0.011044176	0.6015058	1.0	536	tags=38%, list=17%, signal=46%	
GSE21033_3H_VS_12H_POLYIC_STIM_DC_UP	GSE21033_3H_VS_12H_POLYIC_STIM_DC_UP		28	0.5370589	1.4849229	0.019114688	0.5984475	1.0	277	tags=25%, list=9%, signal=27%	
