NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE7348_UNSTIM_VS_TOLERIZED_AND_LPS_STIM_MACROPHAGE_DN	GSE7348_UNSTIM_VS_TOLERIZED_AND_LPS_STIM_MACROPHAGE_DN		21	0.2267256	0.6151968	0.93737376	1.0	1.0	1418	tags=38%, list=45%, signal=69%	
GSE2585_THYMIC_DC_VS_MTEC_UP	GSE2585_THYMIC_DC_VS_MTEC_UP		40	0.21669397	0.614953	0.97	1.0	1.0	2047	tags=65%, list=65%, signal=182%	
GSE13411_NAIVE_VS_IGM_MEMORY_BCELL_DN	GSE13411_NAIVE_VS_IGM_MEMORY_BCELL_DN		31	0.22138141	0.6147319	0.95573443	1.0	1.0	491	tags=16%, list=16%, signal=19%	
GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_IFNG_TNF_TREATED_MACROPHAGE_DN	GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_IFNG_TNF_TREATED_MACROPHAGE_DN		42	0.21261773	0.6144718	0.971	1.0	1.0	486	tags=12%, list=15%, signal=14%	
GSE12392_IFNAR_KO_VS_IFNB_KO_CD8_NEG_SPLEEN_DC_DN	GSE12392_IFNAR_KO_VS_IFNB_KO_CD8_NEG_SPLEEN_DC_DN		31	0.22169694	0.6141783	0.9417671	1.0	1.0	1846	tags=58%, list=58%, signal=138%	
GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY15_EFFECTOR_CD8_TCELL_UP	GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY15_EFFECTOR_CD8_TCELL_UP		29	0.21995461	0.61414456	0.95573443	1.0	1.0	317	tags=7%, list=10%, signal=8%	
GSE17721_CTRL_VS_LPS_6H_BMDC_DN	GSE17721_CTRL_VS_LPS_6H_BMDC_DN		30	0.21902922	0.6141296	0.96288866	1.0	1.0	1639	tags=50%, list=52%, signal=103%	
GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_UP	GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_UP		28	0.22388293	0.6139982	0.95376885	1.0	1.0	1292	tags=36%, list=41%, signal=60%	
GSE30971_WBP7_HET_VS_KO_MACROPHAGE_4H_LPS_STIM_DN	GSE30971_WBP7_HET_VS_KO_MACROPHAGE_4H_LPS_STIM_DN		26	0.22498272	0.6128849	0.93762577	1.0	1.0	803	tags=19%, list=25%, signal=26%	
GSE9946_MATURE_STIMULATORY_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_UP	GSE9946_MATURE_STIMULATORY_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_UP		18	0.23254326	0.6126002	0.9301131	1.0	1.0	271	tags=11%, list=9%, signal=12%	
GSE18281_SUBCAPSULAR_VS_PERIMEDULLARY_CORTICAL_REGION_OF_THYMUS_DN	GSE18281_SUBCAPSULAR_VS_PERIMEDULLARY_CORTICAL_REGION_OF_THYMUS_DN		34	0.21724354	0.61236453	0.954955	1.0	1.0	772	tags=18%, list=24%, signal=23%	
GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_MAC_UP	GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_MAC_UP		38	0.21576856	0.6123116	0.9659319	1.0	1.0	1576	tags=45%, list=50%, signal=88%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_DN		23	0.22344312	0.61205715	0.9455096	1.0	1.0	660	tags=17%, list=21%, signal=22%	
GSE3982_EOSINOPHIL_VS_DC_UP	GSE3982_EOSINOPHIL_VS_DC_UP		34	0.21799442	0.61143535	0.9648947	1.0	1.0	735	tags=21%, list=23%, signal=27%	
GSE339_EX_VIVO_VS_IN_CULTURE_CD4POS_DC_DN	GSE339_EX_VIVO_VS_IN_CULTURE_CD4POS_DC_DN		42	0.21213652	0.6114194	0.97	1.0	1.0	2390	tags=90%, list=76%, signal=367%	
GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_DN	GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_DN		43	0.21178772	0.61137086	0.979	1.0	1.0	1622	tags=47%, list=51%, signal=94%	
GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_UP	GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_UP		70	0.20186646	0.610823	0.991	1.0	1.0	910	tags=24%, list=29%, signal=33%	
GSE15330_WT_VS_IKAROS_KO_GRANULOCYTE_MONOCYTE_PROGENITOR_DN	GSE15330_WT_VS_IKAROS_KO_GRANULOCYTE_MONOCYTE_PROGENITOR_DN		30	0.21858397	0.61044616	0.94784355	1.0	1.0	2051	tags=67%, list=65%, signal=188%	
GSE13484_3H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN	GSE13484_3H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN		27	0.21976152	0.60991794	0.9408225	1.0	1.0	615	tags=15%, list=19%, signal=18%	
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_2H_UP	GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_2H_UP		25	0.22570382	0.60986626	0.9432624	1.0	1.0	247	tags=8%, list=8%, signal=9%	
GSE35685_CD34POS_CD38NEG_VS_CD34POS_CD10POS_BONE_MARROW_DN	GSE35685_CD34POS_CD38NEG_VS_CD34POS_CD10POS_BONE_MARROW_DN		30	0.21821825	0.6096181	0.9507042	1.0	1.0	2304	tags=83%, list=73%, signal=305%	
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_UP	GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_UP		18	0.23391914	0.60950613	0.9268041	1.0	1.0	1927	tags=67%, list=61%, signal=170%	
GSE21360_PRIMARY_VS_SECONDARY_MEMORY_CD8_TCELL_UP	GSE21360_PRIMARY_VS_SECONDARY_MEMORY_CD8_TCELL_UP		32	0.21916783	0.6091078	0.961962	1.0	1.0	777	tags=19%, list=25%, signal=25%	
GSE19401_NAIVE_VS_IMMUNIZED_MOUSE_PLN_FOLLICULAR_DC_UP	GSE19401_NAIVE_VS_IMMUNIZED_MOUSE_PLN_FOLLICULAR_DC_UP		41	0.21148501	0.608479	0.969	1.0	1.0	1835	tags=56%, list=58%, signal=132%	
GSE25677_MPL_VS_R848_STIM_BCELL_UP	GSE25677_MPL_VS_R848_STIM_BCELL_UP		21	0.22819029	0.60838115	0.9423077	1.0	1.0	2080	tags=71%, list=66%, signal=208%	
GSE369_PRE_VS_POST_IL6_INJECTION_IFNG_WT_LIVER_UP	GSE369_PRE_VS_POST_IL6_INJECTION_IFNG_WT_LIVER_UP		24	0.22307442	0.60823315	0.9487437	1.0	1.0	937	tags=29%, list=30%, signal=41%	
GSE42021_TCONV_PLN_VS_CD24LO_TCONV_THYMUS_DN	GSE42021_TCONV_PLN_VS_CD24LO_TCONV_THYMUS_DN		38	0.21315685	0.6081288	0.96292585	1.0	1.0	769	tags=18%, list=24%, signal=24%	
GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_DN	GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_DN		24	0.22402687	0.60797685	0.93933266	1.0	1.0	543	tags=17%, list=17%, signal=20%	
GSE12198_NK_VS_NK_ACT_EXPANSION_SYSTEM_DERIVED_NK_CELL_DN	GSE12198_NK_VS_NK_ACT_EXPANSION_SYSTEM_DERIVED_NK_CELL_DN		46	0.20789059	0.6079296	0.972	1.0	1.0	1817	tags=54%, list=58%, signal=126%	
GSE20484_MCSG_VS_CXCL4_MONOCYTE_DERIVED_MACROPHAGE_DN	GSE20484_MCSG_VS_CXCL4_MONOCYTE_DERIVED_MACROPHAGE_DN		41	0.21249837	0.6077856	0.968969	1.0	1.0	1721	tags=51%, list=54%, signal=111%	
GSE41867_NAIVE_VS_DAY15_LCMV_EFFECTOR_CD8_TCELL_DN	GSE41867_NAIVE_VS_DAY15_LCMV_EFFECTOR_CD8_TCELL_DN		46	0.20635556	0.60757875	0.973	1.0	1.0	1362	tags=37%, list=43%, signal=64%	
GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_DN	GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_DN		41	0.20911011	0.6075212	0.9539078	1.0	1.0	1942	tags=59%, list=61%, signal=150%	
GSE6674_UNSTIM_VS_PL2_3_STIM_BCELL_DN	GSE6674_UNSTIM_VS_PL2_3_STIM_BCELL_DN		20	0.22591354	0.6071114	0.94673365	1.0	1.0	637	tags=20%, list=20%, signal=25%	
GSE27786_CD4_TCELL_VS_MONO_MAC_DN	GSE27786_CD4_TCELL_VS_MONO_MAC_DN		31	0.22020811	0.6069651	0.96184736	1.0	1.0	1978	tags=65%, list=63%, signal=171%	
GSE17721_LPS_VS_GARDIQUIMOD_16H_BMDC_UP	GSE17721_LPS_VS_GARDIQUIMOD_16H_BMDC_UP		35	0.2167174	0.6066573	0.9569138	1.0	1.0	1760	tags=49%, list=56%, signal=109%	
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_DN	GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_DN		25	0.22269379	0.6066093	0.94483453	1.0	1.0	2220	tags=80%, list=70%, signal=267%	
GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_DN	GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_DN		42	0.21066602	0.60631496	0.972	1.0	1.0	1280	tags=33%, list=41%, signal=55%	
GSE17721_CTRL_VS_POLYIC_2H_BMDC_DN	GSE17721_CTRL_VS_POLYIC_2H_BMDC_DN		36	0.21337882	0.60606533	0.966	1.0	1.0	990	tags=25%, list=31%, signal=36%	
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IL12_CD8_TCELL_UP	GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IL12_CD8_TCELL_UP		37	0.2109866	0.60574794	0.9698795	1.0	1.0	1787	tags=51%, list=57%, signal=117%	
GSE11864_UNTREATED_VS_CSF1_IFNG_IN_MAC_UP	GSE11864_UNTREATED_VS_CSF1_IFNG_IN_MAC_UP		46	0.20674534	0.60549843	0.9689379	1.0	1.0	1450	tags=43%, list=46%, signal=79%	
GSE27859_MACROPHAGE_VS_CD11C_INT_F480_HI_MACROPHAGE_UP	GSE27859_MACROPHAGE_VS_CD11C_INT_F480_HI_MACROPHAGE_UP		39	0.21325137	0.60523695	0.966967	1.0	1.0	329	tags=10%, list=10%, signal=11%	
GSE8515_CTRL_VS_IL6_4H_STIM_MAC_UP	GSE8515_CTRL_VS_IL6_4H_STIM_MAC_UP		44	0.20935094	0.60498244	0.975	1.0	1.0	1934	tags=61%, list=61%, signal=156%	
GSE22527_ANTI_CD3_INVIVO_VS_UNTREATED_MOUSE_TREG_DN	GSE22527_ANTI_CD3_INVIVO_VS_UNTREATED_MOUSE_TREG_DN		50	0.20828006	0.60472065	0.981	1.0	1.0	818	tags=22%, list=26%, signal=29%	
GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_NONATOPIC_PATIENT_DN	GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_NONATOPIC_PATIENT_DN		52	0.20613992	0.6046233	0.98	1.0	1.0	1761	tags=56%, list=56%, signal=124%	
GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_DN	GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_DN		29	0.21989915	0.60462046	0.9487437	1.0	1.0	1513	tags=45%, list=48%, signal=85%	
GSE11367_CTRL_VS_IL17_TREATED_SMOOTH_MUSCLE_CELL_UP	GSE11367_CTRL_VS_IL17_TREATED_SMOOTH_MUSCLE_CELL_UP		15	0.23836707	0.6039119	0.93471503	1.0	1.0	1430	tags=40%, list=45%, signal=73%	
GSE43863_TH1_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_UP	GSE43863_TH1_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_UP		53	0.20905693	0.6038867	0.988	1.0	1.0	1818	tags=51%, list=58%, signal=118%	
GSE22611_MUTANT_NOD2_TRANSDUCED_VS_CTRL_HEK293T_STIMULATED_WITH_MDP_6H_DN	GSE22611_MUTANT_NOD2_TRANSDUCED_VS_CTRL_HEK293T_STIMULATED_WITH_MDP_6H_DN		28	0.21669458	0.60352784	0.9546371	1.0	1.0	2298	tags=86%, list=73%, signal=312%	
GSE21033_CTRL_VS_POLYIC_STIM_DC_24H_DN	GSE21033_CTRL_VS_POLYIC_STIM_DC_24H_DN		21	0.2280988	0.60304093	0.95757574	1.0	1.0	1463	tags=38%, list=46%, signal=71%	
GSE5542_IFNG_VS_IFNA_TREATED_EPITHELIAL_CELLS_6H_UP	GSE5542_IFNG_VS_IFNA_TREATED_EPITHELIAL_CELLS_6H_UP		45	0.20893122	0.6029113	0.978979	1.0	1.0	197	tags=7%, list=6%, signal=7%	
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_24H_CD4_TCELL_DN	GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_24H_CD4_TCELL_DN		38	0.2112149	0.60214466	0.97592777	1.0	1.0	660	tags=18%, list=21%, signal=23%	
GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_DN	GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_DN		36	0.2143117	0.6021275	0.970971	1.0	1.0	755	tags=19%, list=24%, signal=25%	
GSE3982_DC_VS_NEUTROPHIL_DN	GSE3982_DC_VS_NEUTROPHIL_DN		29	0.2184679	0.60202557	0.95481926	1.0	1.0	990	tags=28%, list=31%, signal=40%	
GSE17721_CPG_VS_GARDIQUIMOD_16H_BMDC_DN	GSE17721_CPG_VS_GARDIQUIMOD_16H_BMDC_DN		38	0.21062177	0.6016386	0.974	1.0	1.0	1463	tags=45%, list=46%, signal=82%	
GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_DN	GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_DN		16	0.23492604	0.60135907	0.93061227	1.0	1.0	996	tags=31%, list=32%, signal=45%	
GSE2706_R848_VS_R848_AND_LPS_2H_STIM_DC_DN	GSE2706_R848_VS_R848_AND_LPS_2H_STIM_DC_DN		16	0.23648539	0.6013401	0.9352518	1.0	1.0	1572	tags=44%, list=50%, signal=87%	
GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_UP	GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_UP		27	0.21683079	0.6001839	0.95963675	1.0	1.0	1059	tags=30%, list=34%, signal=44%	
GSE16385_ROSIGLITAZONE_IFNG_TNF_VS_IL4_STIM_MACROPHAGE_DN	GSE16385_ROSIGLITAZONE_IFNG_TNF_VS_IL4_STIM_MACROPHAGE_DN		36	0.21183626	0.5999048	0.968969	1.0	1.0	634	tags=17%, list=20%, signal=21%	
GSE17721_CTRL_VS_CPG_1H_BMDC_UP	GSE17721_CTRL_VS_CPG_1H_BMDC_UP		46	0.20551892	0.59976757	0.974975	1.0	1.0	1320	tags=30%, list=42%, signal=52%	
GSE22432_MULTIPOTENT_PROGENITOR_VS_PDC_DN	GSE22432_MULTIPOTENT_PROGENITOR_VS_PDC_DN		51	0.20505385	0.59924793	0.987	1.0	1.0	1548	tags=41%, list=49%, signal=79%	
GSE13411_NAIVE_VS_SWITCHED_MEMORY_BCELL_DN	GSE13411_NAIVE_VS_SWITCHED_MEMORY_BCELL_DN		42	0.20836225	0.59849775	0.97998	1.0	1.0	569	tags=17%, list=18%, signal=20%	
GSE22886_TH1_VS_TH2_48H_ACT_DN	GSE22886_TH1_VS_TH2_48H_ACT_DN		54	0.20578183	0.5981319	0.977	1.0	1.0	1881	tags=56%, list=60%, signal=135%	
GSE29618_MONOCYTE_VS_MDC_DN	GSE29618_MONOCYTE_VS_MDC_DN		57	0.20138241	0.597954	0.989	1.0	1.0	1631	tags=49%, list=52%, signal=100%	
GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_DN	GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_DN		23	0.22255203	0.59779805	0.9404642	1.0	1.0	978	tags=26%, list=31%, signal=38%	
GSE13946_CTRL_VS_DSS_COLITIS_GD_TCELL_FROM_COLON_UP	GSE13946_CTRL_VS_DSS_COLITIS_GD_TCELL_FROM_COLON_UP		22	0.22337921	0.59749854	0.94843274	1.0	1.0	2093	tags=73%, list=66%, signal=214%	
GSE43955_1H_VS_60H_ACT_CD4_TCELL_UP	GSE43955_1H_VS_60H_ACT_CD4_TCELL_UP		29	0.21499659	0.5974664	0.9638191	1.0	1.0	1114	tags=31%, list=35%, signal=48%	
GSE22611_UNSTIM_VS_2H_MDP_STIM_NOD2_TRANSDUCED_HEK293T_CELL_UP	GSE22611_UNSTIM_VS_2H_MDP_STIM_NOD2_TRANSDUCED_HEK293T_CELL_UP		28	0.21556708	0.59715384	0.96273917	1.0	1.0	1796	tags=54%, list=57%, signal=123%	
GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_MAC_DN	GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_MAC_DN		24	0.2201341	0.5969349	0.95568985	1.0	1.0	1660	tags=50%, list=53%, signal=105%	
GSE9650_NAIVE_VS_EXHAUSTED_CD8_TCELL_UP	GSE9650_NAIVE_VS_EXHAUSTED_CD8_TCELL_UP		55	0.20295781	0.5968773	0.988	1.0	1.0	1236	tags=31%, list=39%, signal=50%	
GSE8835_CD4_VS_CD8_TCELL_DN	GSE8835_CD4_VS_CD8_TCELL_DN		15	0.23208846	0.5966663	0.9384134	1.0	1.0	601	tags=20%, list=19%, signal=25%	
GSE26030_UNSTIM_VS_RESTIM_TH17_DAY15_POST_POLARIZATION_DN	GSE26030_UNSTIM_VS_RESTIM_TH17_DAY15_POST_POLARIZATION_DN		32	0.2153067	0.59629214	0.9658977	1.0	1.0	1698	tags=53%, list=54%, signal=114%	
GSE22601_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP	GSE22601_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP		28	0.21460763	0.596277	0.95372236	1.0	1.0	1653	tags=50%, list=52%, signal=104%	
GSE21033_3H_VS_24H_POLYIC_STIM_DC_DN	GSE21033_3H_VS_24H_POLYIC_STIM_DC_DN		18	0.22733258	0.59559166	0.95334685	1.0	1.0	1463	tags=39%, list=46%, signal=72%	
GSE41867_NAIVE_VS_DAY30_LCMV_CLONE13_EXHAUSTED_CD8_TCELL_DN	GSE41867_NAIVE_VS_DAY30_LCMV_CLONE13_EXHAUSTED_CD8_TCELL_DN		49	0.20366599	0.5947848	0.982	1.0	1.0	948	tags=24%, list=30%, signal=34%	
GSE2128_C57BL6_VS_NOD_THYMOCYTE_MIMETOPE_NEGATIVE_SELECTION_DN	GSE2128_C57BL6_VS_NOD_THYMOCYTE_MIMETOPE_NEGATIVE_SELECTION_DN		30	0.21223742	0.59415174	0.96184736	1.0	1.0	1777	tags=53%, list=56%, signal=121%	
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_TRICHOSTATINA_CD8_TCELL_UP	GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_TRICHOSTATINA_CD8_TCELL_UP		44	0.20583947	0.59335065	0.978979	1.0	1.0	1197	tags=32%, list=38%, signal=51%	
GSE16385_IL4_VS_ROSIGLITAZONE_STIM_MACROPHAGE_DN	GSE16385_IL4_VS_ROSIGLITAZONE_STIM_MACROPHAGE_DN		22	0.22073129	0.5933069	0.94832826	1.0	1.0	2006	tags=68%, list=64%, signal=186%	
GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_UP	GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_UP		41	0.2090556	0.5930275	0.976	1.0	1.0	937	tags=24%, list=30%, signal=34%	
GSE34156_UNTREATED_VS_24H_NOD2_LIGAND_TREATED_MONOCYTE_UP	GSE34156_UNTREATED_VS_24H_NOD2_LIGAND_TREATED_MONOCYTE_UP		24	0.21833391	0.59180707	0.95564514	1.0	1.0	2206	tags=79%, list=70%, signal=261%	
GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_2H_DN	GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_2H_DN		32	0.20947444	0.59149927	0.966967	1.0	1.0	2308	tags=84%, list=73%, signal=310%	
GSE360_HIGH_VS_LOW_DOSE_B_MALAYI_MAC_DN	GSE360_HIGH_VS_LOW_DOSE_B_MALAYI_MAC_DN		39	0.2077577	0.59141195	0.974975	1.0	1.0	2300	tags=85%, list=73%, signal=308%	
GSE17721_LPS_VS_CPG_6H_BMDC_DN	GSE17721_LPS_VS_CPG_6H_BMDC_DN		40	0.20529988	0.5914086	0.968969	1.0	1.0	827	tags=20%, list=26%, signal=27%	
GSE37605_TREG_VS_TCONV_NOD_FOXP3_FUSION_GFP_UP	GSE37605_TREG_VS_TCONV_NOD_FOXP3_FUSION_GFP_UP		19	0.22441866	0.5908441	0.94801223	1.0	1.0	1068	tags=32%, list=34%, signal=47%	
GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_17H_UP	GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_17H_UP		15	0.22981286	0.5905683	0.95966905	1.0	1.0	1853	tags=60%, list=59%, signal=145%	
GSE37416_0H_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_DN	GSE37416_0H_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_DN		54	0.20071922	0.58910054	0.987	1.0	1.0	1023	tags=26%, list=32%, signal=38%	
GSE22589_HIV_VS_HIV_AND_SIV_INFECTED_DC_UP	GSE22589_HIV_VS_HIV_AND_SIV_INFECTED_DC_UP		35	0.21015744	0.5886717	0.975	1.0	1.0	1271	tags=34%, list=40%, signal=57%	
GSE7548_DAY7_VS_DAY28_PCC_IMMUNIZATION_CD4_TCELL_DN	GSE7548_DAY7_VS_DAY28_PCC_IMMUNIZATION_CD4_TCELL_DN		17	0.22944702	0.58804244	0.9399797	1.0	1.0	399	tags=12%, list=13%, signal=13%	
GSE44649_NAIVE_VS_ACTIVATED_CD8_TCELL_UP	GSE44649_NAIVE_VS_ACTIVATED_CD8_TCELL_UP		38	0.20606537	0.58788437	0.977978	1.0	1.0	1487	tags=39%, list=47%, signal=74%	
GSE12198_CTRL_VS_LOW_IL2_STIM_NK_CELL_DN	GSE12198_CTRL_VS_LOW_IL2_STIM_NK_CELL_DN		42	0.20494501	0.58775914	0.977	1.0	1.0	1647	tags=48%, list=52%, signal=98%	
GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP	GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP		54	0.1983027	0.5877179	0.989	1.0	1.0	1461	tags=41%, list=46%, signal=75%	
GSE25088_ROSIGLITAZONE_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_DN	GSE25088_ROSIGLITAZONE_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_DN		26	0.21392062	0.5876449	0.9556004	1.0	1.0	1815	tags=54%, list=57%, signal=126%	
GSE36891_UNSTIM_VS_POLYIC_TLR3_STIM_PERITONEAL_MACROPHAGE_DN	GSE36891_UNSTIM_VS_POLYIC_TLR3_STIM_PERITONEAL_MACROPHAGE_DN		35	0.2056952	0.5866487	0.98294884	1.0	1.0	1397	tags=37%, list=44%, signal=66%	
GSE1740_MCSF_VS_MCSF_AND_IFNG_DAY2_DERIVED_MACROPHAGE_WITH_IFNA_STIM_UP	GSE1740_MCSF_VS_MCSF_AND_IFNG_DAY2_DERIVED_MACROPHAGE_WITH_IFNA_STIM_UP		52	0.20096748	0.58573854	0.987	1.0	1.0	1346	tags=37%, list=43%, signal=63%	
GSE11924_TFH_VS_TH17_CD4_TCELL_UP	GSE11924_TFH_VS_TH17_CD4_TCELL_UP		52	0.1999521	0.5856335	0.986	1.0	1.0	894	tags=23%, list=28%, signal=32%	
GSE22432_CDC_VS_COMMON_DC_PROGENITOR_UP	GSE22432_CDC_VS_COMMON_DC_PROGENITOR_UP		35	0.2082334	0.5855042	0.9849246	1.0	1.0	1412	tags=40%, list=45%, signal=72%	
GSE17721_LPS_VS_CPG_16H_BMDC_DN	GSE17721_LPS_VS_CPG_16H_BMDC_DN		32	0.20840336	0.5850729	0.96686745	1.0	1.0	2148	tags=75%, list=68%, signal=232%	
GSE12845_IGD_POS_VS_NEG_BLOOD_BCELL_DN	GSE12845_IGD_POS_VS_NEG_BLOOD_BCELL_DN		27	0.21316212	0.58397233	0.96374625	1.0	1.0	203	tags=7%, list=6%, signal=8%	
GSE29618_PRE_VS_DAY7_FLU_VACCINE_PDC_DN	GSE29618_PRE_VS_DAY7_FLU_VACCINE_PDC_DN		56	0.19709115	0.58319527	0.993	1.0	1.0	1851	tags=57%, list=59%, signal=136%	
GSE9960_HEALTHY_VS_GRAM_NEG_SEPSIS_PBMC_DN	GSE9960_HEALTHY_VS_GRAM_NEG_SEPSIS_PBMC_DN		30	0.20932677	0.5831565	0.9668008	1.0	1.0	1846	tags=57%, list=58%, signal=135%	
GSE25085_FETAL_LIVER_VS_ADULT_BM_SP4_THYMIC_IMPLANT_UP	GSE25085_FETAL_LIVER_VS_ADULT_BM_SP4_THYMIC_IMPLANT_UP		55	0.19665155	0.5829315	0.987	1.0	1.0	2232	tags=76%, list=71%, signal=256%	
GSE30971_2H_VS_4H_LPS_STIM_MACROPHAGE_WBP7_HET_UP	GSE30971_2H_VS_4H_LPS_STIM_MACROPHAGE_WBP7_HET_UP		29	0.2079626	0.5824359	0.97384304	1.0	1.0	931	tags=24%, list=29%, signal=34%	
GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_DN	GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_DN		35	0.20380281	0.5817006	0.975976	1.0	1.0	1443	tags=43%, list=46%, signal=78%	
GSE17721_CTRL_VS_LPS_12H_BMDC_UP	GSE17721_CTRL_VS_LPS_12H_BMDC_UP		46	0.20212694	0.58148915	0.987	1.0	1.0	1357	tags=41%, list=43%, signal=71%	
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_2H_DN	GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_2H_DN		43	0.20132408	0.5813809	0.982	1.0	1.0	1280	tags=35%, list=41%, signal=58%	
GSE22886_NAIVE_VS_IGG_IGA_MEMORY_BCELL_DN	GSE22886_NAIVE_VS_IGG_IGA_MEMORY_BCELL_DN		33	0.20729509	0.58078897	0.965966	1.0	1.0	1508	tags=42%, list=48%, signal=80%	
GSE21546_ELK1_KO_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_DN	GSE21546_ELK1_KO_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_DN		43	0.20166585	0.58012855	0.98396796	1.0	1.0	2251	tags=77%, list=71%, signal=264%	
